Номер,Article Title,Source,Words,Persistent URL
22,"""Павловск"" приглашает в путешествие","Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):3",409,https://dlib.eastview.com/browse/doc/57320247
22,Беби-долл и другие,"Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):3",342,https://dlib.eastview.com/browse/doc/57320248
22,От учителя до министра,"Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):4",843,https://dlib.eastview.com/browse/doc/57320252
22,"Петербургский фармкластер поздоровел на 36,6%","Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):4",737,https://dlib.eastview.com/browse/doc/57320251
22,Поправкам быть,"Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):4",104,https://dlib.eastview.com/browse/doc/57320250
22,Постсоветское турне Помпео,"Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):4",907,https://dlib.eastview.com/browse/doc/57320253
22,Газетный зал,"Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):5",135,https://dlib.eastview.com/browse/doc/57320258
22,"Дипломат, моряк, разведчик","Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):5",508,https://dlib.eastview.com/browse/doc/57320257
22,Заказ от Кремля,"Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):5",543,https://dlib.eastview.com/browse/doc/57320255
22,Игорная зона,"Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):5",579,https://dlib.eastview.com/browse/doc/57320256
22,Порт-Артур на окраине,"Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):5",698,https://dlib.eastview.com/browse/doc/57320254
22,Премия,"Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):6",399,https://dlib.eastview.com/browse/doc/57320259
22,"""Зенит"" считает легионеров","Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):7",698,https://dlib.eastview.com/browse/doc/57320263
22,Без приема нету лома,"Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):7",423,https://dlib.eastview.com/browse/doc/57320262
22,Болейте на здоровье,"Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):7",260,https://dlib.eastview.com/browse/doc/57320265
22,Верните шайбу!,"Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):7",1096,https://dlib.eastview.com/browse/doc/57320261
22,На корте парад чемпионок,"Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):7",583,https://dlib.eastview.com/browse/doc/57320260
22,"""Россия"" удостоена премии Skyway Service Award в трех номинациях","Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):8",454,https://dlib.eastview.com/browse/doc/57320269
22,7<b> </b>февраля,"Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):8",71,https://dlib.eastview.com/browse/doc/57320270
22,"Масштаб катастрофы оценит ""СОВА""","Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):8",187,https://dlib.eastview.com/browse/doc/57320266
22,Романовы в Хельсинки,"Sankt-Peterburgskie vedomosti, No.22, February 07, 2020, page(s):8",148,https://dlib.eastview.com/browse/doc/57320267
23,Ветеранам к Дню Победы,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):1",164,https://dlib.eastview.com/browse/doc/57338432
23,Газ и нефть белорусам,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):1",75,https://dlib.eastview.com/browse/doc/57338434
23,Дороги ведут в Мандроги,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):1",1234,https://dlib.eastview.com/browse/doc/57338437
23,Катя против Даши,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):1",878,https://dlib.eastview.com/browse/doc/57338438
23,Москва помогает Пекину,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):1",121,https://dlib.eastview.com/browse/doc/57338433
23,Петербург. Зарплата по отраслям,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):1",114,https://dlib.eastview.com/browse/doc/57338436
23,Пушкин и ВМП,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):1",453,https://dlib.eastview.com/browse/doc/57338439
23,Рынок труда оценит работодатель,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):1",100,https://dlib.eastview.com/browse/doc/57338435
23,"Вперед, за ""малой Нобелевкой""","Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):2",331,https://dlib.eastview.com/browse/doc/57338443
23,Петродворцовый станет доступнее,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):2",390,https://dlib.eastview.com/browse/doc/57338445
23,Помянули адмирала,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):2",125,https://dlib.eastview.com/browse/doc/57338446
23,Стройка над Мойкой,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):2",503,https://dlib.eastview.com/browse/doc/57338442
23,Числа Петербурга,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):2",48,https://dlib.eastview.com/browse/doc/57338444
23,По главной улице с палитрой,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):3",589,https://dlib.eastview.com/browse/doc/57338449
23,Ставить рядом с ним некого,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):3",271,https://dlib.eastview.com/browse/doc/57338448
23,Что случилось на его веку,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):3",496,https://dlib.eastview.com/browse/doc/57338447
23,Два капрала среди ужасов войны,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):4",650,https://dlib.eastview.com/browse/doc/57338452
23,Мало не покажется,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):4",1473,https://dlib.eastview.com/browse/doc/57338451
23,"""Гильотина"" дошла до строителей","Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):5",406,https://dlib.eastview.com/browse/doc/57338456
23,"Кадастровая палата в одном ""окне""","Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):5",233,https://dlib.eastview.com/browse/doc/57338457
23,Наши регионы. Пищепром+,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):5",93,https://dlib.eastview.com/browse/doc/57338453
23,"Ресторан умер, да здравствует ресторан!","Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):5",1125,https://dlib.eastview.com/browse/doc/57338455
23,Центробанки вне лихорадки,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):5",479,https://dlib.eastview.com/browse/doc/57338454
23,Ветеранская аварийка,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):6",172,https://dlib.eastview.com/browse/doc/57338459
23,Зима в томате,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):6",1551,https://dlib.eastview.com/browse/doc/57338461
23,Пандус подан!,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):6",524,https://dlib.eastview.com/browse/doc/57338460
23,Такси с процентами,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):6",746,https://dlib.eastview.com/browse/doc/57338458
23,Двухматчевые тренировки,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):7",933,https://dlib.eastview.com/browse/doc/57338462
23,От Польши до Японии с хоккейной клюшкой,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):7",875,https://dlib.eastview.com/browse/doc/57338464
23,"Казнить нельзя, оправдать","Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):8",1021,https://dlib.eastview.com/browse/doc/57338467
23,Не только дипломатия,"Sankt-Peterburgskie vedomosti, No.23, February 10, 2020, page(s):8",674,https://dlib.eastview.com/browse/doc/57338465
24,БАМ и Транссиб увеличат мощности,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):1",121,https://dlib.eastview.com/browse/doc/57452733
24,Госуслуги за минуты,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):1",112,https://dlib.eastview.com/browse/doc/57452732
24,Ленинградская область. Зарплата по отраслям,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):1",120,https://dlib.eastview.com/browse/doc/57452736
24,Лидер Японии приедет в Москву,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):1",88,https://dlib.eastview.com/browse/doc/57452734
24,Метят в министры,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):1",423,https://dlib.eastview.com/browse/doc/57452739
24,Море за морем,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):1",328,https://dlib.eastview.com/browse/doc/57452738
24,Наукоемкие отрасли показали рост,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):1",145,https://dlib.eastview.com/browse/doc/57452735
24,Разведчики идут к храму,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):1",867,https://dlib.eastview.com/browse/doc/57452737
24,Отчего шоссе растолстело,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):2",569,https://dlib.eastview.com/browse/doc/57452742
24,Цветы к паровозам Победы,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):2",234,https://dlib.eastview.com/browse/doc/57452744
24,Электробусы уже отъезжают,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):2",657,https://dlib.eastview.com/browse/doc/57452743
24,Гранит памяти,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):3",274,https://dlib.eastview.com/browse/doc/57452748
24,Куда идет национальная драма,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):3",432,https://dlib.eastview.com/browse/doc/57452745
24,Сезон ластоногих сирот,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):3",241,https://dlib.eastview.com/browse/doc/57452747
24,Следствие закончено,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):3",511,https://dlib.eastview.com/browse/doc/57452750
24,Спасибо коврам и охотникам,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):3",232,https://dlib.eastview.com/browse/doc/57452749
24,Человек оттепели с фотоаппаратом,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):3",413,https://dlib.eastview.com/browse/doc/57452746
24,Санкт-Петербург и Ленинградская область в январе - декабре 2019 года,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):5",4013,https://dlib.eastview.com/browse/doc/57452751
24,"Место, где живет любовь","Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):6",90,https://dlib.eastview.com/browse/doc/57452755
24,Не пионеры и не скауты,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):6",364,https://dlib.eastview.com/browse/doc/57452756
24,Небоскребам не чета,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):6",649,https://dlib.eastview.com/browse/doc/57452753
24,Новоселы не виноваты,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):6",991,https://dlib.eastview.com/browse/doc/57452752
24,Под барабанный бой,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):6",219,https://dlib.eastview.com/browse/doc/57452754
24,"""Зенит"" выбирает схему","Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):7",852,https://dlib.eastview.com/browse/doc/57452760
24,В погоне за мужчинами,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):7",785,https://dlib.eastview.com/browse/doc/57452757
24,Городской футбол молодеет,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):7",279,https://dlib.eastview.com/browse/doc/57452761
24,Наделали детских ошибок,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):7",979,https://dlib.eastview.com/browse/doc/57452759
24,"""Кьяра"" нарушила все графики","Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):8",148,https://dlib.eastview.com/browse/doc/57452762
24,Города для влюбленных,"Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):8",108,https://dlib.eastview.com/browse/doc/57452763
24,"Четыре ""Оскара"" уехали в Южную Корею","Sankt-Peterburgskie vedomosti, No.24, February 11, 2020, page(s):8",202,https://dlib.eastview.com/browse/doc/57452765
25,Грипп под контролем,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):1",78,https://dlib.eastview.com/browse/doc/57479193
25,Доплата за классное руководство,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):1",102,https://dlib.eastview.com/browse/doc/57479192
25,Куда плывет корюшка,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):1",822,https://dlib.eastview.com/browse/doc/57479197
25,Минус одна чемпионка,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):1",538,https://dlib.eastview.com/browse/doc/57479199
25,Опроси себя сам,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):1",1012,https://dlib.eastview.com/browse/doc/57479198
25,Песни в солдатской гимнастерке,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):1",145,https://dlib.eastview.com/browse/doc/57479194
25,Петербург. Платные услуги населению,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):1",93,https://dlib.eastview.com/browse/doc/57479196
25,Электронная виза работает,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):1",132,https://dlib.eastview.com/browse/doc/57479195
25,В Петербурге определили победителя конкурса ораторского искусства им. А. Ф. Кони,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):2",626,https://dlib.eastview.com/browse/doc/57479203
25,Из деревни до метро автобусом,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):2",171,https://dlib.eastview.com/browse/doc/57479205
25,Привезут и накормят,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):2",485,https://dlib.eastview.com/browse/doc/57479202
25,Числа Петербурга,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):2",79,https://dlib.eastview.com/browse/doc/57479204
25,"""Алиса"" в стране чудес","Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):3",871,https://dlib.eastview.com/browse/doc/57479207
25,Живописцы двух императриц,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):3",641,https://dlib.eastview.com/browse/doc/57479206
25,Кариатиды в борьбе с капитализмом,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):3",303,https://dlib.eastview.com/browse/doc/57479209
25,Они рисуют в тишине,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):3",85,https://dlib.eastview.com/browse/doc/57479211
25,Театр в кармане,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):3",433,https://dlib.eastview.com/browse/doc/57479208
25,Туалеты дороже фонтанов,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):3",252,https://dlib.eastview.com/browse/doc/57479210
25,За что дают Нобеля?,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):4",746,https://dlib.eastview.com/browse/doc/57479214
25,Утопический урбанизм,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):4",1238,https://dlib.eastview.com/browse/doc/57479212
25,Юбилеи у мостов,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):4",129,https://dlib.eastview.com/browse/doc/57479213
25,"""Светлана"" займется 5G","Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):5",218,https://dlib.eastview.com/browse/doc/57479219
25,Идем на Восток,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):5",478,https://dlib.eastview.com/browse/doc/57479216
25,Наши регионы. Тяжпром +,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):5",108,https://dlib.eastview.com/browse/doc/57479215
25,"Плюс ""электрификация"" автопрома","Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):5",1357,https://dlib.eastview.com/browse/doc/57479217
25,Цифровые близнецы,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):5",345,https://dlib.eastview.com/browse/doc/57479218
25,"""Воинственный бродяга""","Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):6",1099,https://dlib.eastview.com/browse/doc/57479220
25,Голоса из прошлого,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):6",100,https://dlib.eastview.com/browse/doc/57479221
25,Зажигалка для уполномоченного,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):6",397,https://dlib.eastview.com/browse/doc/57479222
25,Талант и мужество,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):6",853,https://dlib.eastview.com/browse/doc/57479223
25,Каширина и юниоры,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):7",696,https://dlib.eastview.com/browse/doc/57479225
25,Кокорин. Третьего не дано?,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):7",646,https://dlib.eastview.com/browse/doc/57479224
25,Лыжники фронту,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):7",524,https://dlib.eastview.com/browse/doc/57479226
25,Цифры против хоккеистов,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):7",730,https://dlib.eastview.com/browse/doc/57479228
25,Взяли и отменили,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):8",317,https://dlib.eastview.com/browse/doc/57479230
25,Политическое землетрясение,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):8",837,https://dlib.eastview.com/browse/doc/57479231
25,С попутным ветром,"Sankt-Peterburgskie vedomosti, No.25, February 12, 2020, page(s):8",151,https://dlib.eastview.com/browse/doc/57479232
26,"Будет дело, будет штраф","Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):1",595,https://dlib.eastview.com/browse/doc/57482958
26,"Вселенную снимает ""Спектр""","Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):1",91,https://dlib.eastview.com/browse/doc/57482954
26,Гостей не отфутболим?,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):1",723,https://dlib.eastview.com/browse/doc/57482957
26,Грипп на пороге города,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):1",235,https://dlib.eastview.com/browse/doc/57482959
26,Когда запустят ВСМ,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):1",109,https://dlib.eastview.com/browse/doc/57482955
26,Ленинградская область. Платные услуги населению,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):1",93,https://dlib.eastview.com/browse/doc/57482956
26,Новый цикл инвестиций,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):1",106,https://dlib.eastview.com/browse/doc/57482952
26,Сербия с нами,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):1",120,https://dlib.eastview.com/browse/doc/57482953
26,"""Метеорологи"" вышли из спячки","Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):2",182,https://dlib.eastview.com/browse/doc/57482965
26,Время разбирать камни,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):2",623,https://dlib.eastview.com/browse/doc/57482962
26,"Полмиллиона ""маятников""","Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):2",165,https://dlib.eastview.com/browse/doc/57482964
26,Реформа на 330-м,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):2",249,https://dlib.eastview.com/browse/doc/57482963
26,В онлайн с будущим,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):3",984,https://dlib.eastview.com/browse/doc/57482970
26,Гага номер один,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):3",249,https://dlib.eastview.com/browse/doc/57482972
26,Госдума на Марсовом поле,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):3",280,https://dlib.eastview.com/browse/doc/57482968
26,Новосергиево на земле и карте,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):3",314,https://dlib.eastview.com/browse/doc/57482969
26,"От ""Аладдина"" до ""Ящерицы""","Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):3",411,https://dlib.eastview.com/browse/doc/57482973
26,Подвиг Тоси не забыт,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):3",55,https://dlib.eastview.com/browse/doc/57482967
26,Числа Петербурга,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):3",64,https://dlib.eastview.com/browse/doc/57482971
26,Что завоевал Русский,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):3",274,https://dlib.eastview.com/browse/doc/57482966
26,"""Космическая"" мама в Петербурге","Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):4",182,https://dlib.eastview.com/browse/doc/57482976
26,Письма с западной границы,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):4",585,https://dlib.eastview.com/browse/doc/57482975
26,Я против,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):4",1762,https://dlib.eastview.com/browse/doc/57482974
26,Анна Колейчук: Будущее существует,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):5",589,https://dlib.eastview.com/browse/doc/57482977
26,Дом на нейтральной полосе,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):5",469,https://dlib.eastview.com/browse/doc/57482979
26,И внял я неба содроганье,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):5",703,https://dlib.eastview.com/browse/doc/57482978
26,Слонимский и цветок бессмертия,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):5",753,https://dlib.eastview.com/browse/doc/57482980
26,Маской по вирусу,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):6",216,https://dlib.eastview.com/browse/doc/57482982
26,Напугали...,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):6",100,https://dlib.eastview.com/browse/doc/57482984
26,Не потерять лицо,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):6",580,https://dlib.eastview.com/browse/doc/57482985
26,Рецепт с пометкой statim,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):6",262,https://dlib.eastview.com/browse/doc/57482983
26,Рука в руке,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):6",1226,https://dlib.eastview.com/browse/doc/57482981
26,"""Зенит"" на вырост","Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):7",751,https://dlib.eastview.com/browse/doc/57482986
26,Биатлон без цели,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):7",442,https://dlib.eastview.com/browse/doc/57482990
26,Ниже своих возможностей,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):7",593,https://dlib.eastview.com/browse/doc/57482989
26,Теннисбол и бриллианты,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):7",1185,https://dlib.eastview.com/browse/doc/57482987
26,Звезды сойдутся в Сочи,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):8",303,https://dlib.eastview.com/browse/doc/57482993
26,По весне ветеранов отправят в полет,"Sankt-Peterburgskie vedomosti, No.26, February 13, 2020, page(s):8",217,https://dlib.eastview.com/browse/doc/57482992
27,Бесплатный обед в школе,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):1",136,https://dlib.eastview.com/browse/doc/57497173
27,"Все при деле, все на плаву","Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):1",1711,https://dlib.eastview.com/browse/doc/57497178
27,Кто слушает радио,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):1",89,https://dlib.eastview.com/browse/doc/57497175
27,Незнаменитая Пискаревка,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):1",1026,https://dlib.eastview.com/browse/doc/57497177
27,Петербург. Бытовые услуги населению,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):1",125,https://dlib.eastview.com/browse/doc/57497176
27,Пожарная небезопасность,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):1",83,https://dlib.eastview.com/browse/doc/57497174
27,Поправки продиктованы экономикой,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):1",174,https://dlib.eastview.com/browse/doc/57497172
27,"Вслед за ""летающей тарелкой""","Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):2",552,https://dlib.eastview.com/browse/doc/57497181
27,Зима без ледостава,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):2",423,https://dlib.eastview.com/browse/doc/57497182
27,Командующий Северо-Западным округом Росгвардии встретился с руководителями ведущих СМИ Санкт-Петербурга,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):2",157,https://dlib.eastview.com/browse/doc/57497185
27,Конфигурация реформы,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):2",607,https://dlib.eastview.com/browse/doc/57497183
27,Машинам на рельсах не место,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):2",219,https://dlib.eastview.com/browse/doc/57497180
27,Музыка границ не знает,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):2",107,https://dlib.eastview.com/browse/doc/57497184
27,В Петербурге почтили память Анатолия Кони,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):3",450,https://dlib.eastview.com/browse/doc/57497188
27,Роман о театре и любви,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):3",299,https://dlib.eastview.com/browse/doc/57497189
27,Счастье от ума,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):3",569,https://dlib.eastview.com/browse/doc/57497186
27,Юдашкин с любовью в Александринке,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):3",224,https://dlib.eastview.com/browse/doc/57497187
27,Внешторг стабильности,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):4",798,https://dlib.eastview.com/browse/doc/57497191
27,Остров преткновения,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):4",648,https://dlib.eastview.com/browse/doc/57497194
27,Россияне разочаровались в Трампе,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):4",151,https://dlib.eastview.com/browse/doc/57497192
27,Усиление слабого звена,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):4",1243,https://dlib.eastview.com/browse/doc/57497193
27,Коронованный стилист,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):5",731,https://dlib.eastview.com/browse/doc/57497195
27,Ледовые пираты,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):5",516,https://dlib.eastview.com/browse/doc/57497198
27,Особое поощрение,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):5",552,https://dlib.eastview.com/browse/doc/57497197
27,Роковая любовь,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):5",635,https://dlib.eastview.com/browse/doc/57497196
27,Глобальное потепление,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):6",163,https://dlib.eastview.com/browse/doc/57497201
27,Красота постоянства,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):6",108,https://dlib.eastview.com/browse/doc/57497200
27,Миражи и действительность,"Sankt-Peterburgskie vedomosti, No.27, February 14, 2020, page(s):6",250,https://dlib.eastview.com/browse/doc/57497199
